Building Id,Compliance Status,Property Name,Street,Zipcode,Year Built,Address Source,Address Type,Master Property Type,Primary Property Type Epa Calculated,Assessor Sector,Government Type,Master Sq Ft,Reporting Year,Energy Star Score,Site Energy Use (Kbtu),Site Eui (Kbtu/Sq Ft),Weather Normalized Site Energy Use,Weather Normalized Site Eui (Kbtu/Sq Ft),Electricity Use Grid Purchase And Onsite (Kwh),Electricity Use - Grid Purchase (Kwh),Electricity Use Onsite Renewable (Kwh),Green Power - Onsite And Offsite (Kwh),Natural Gas Use (Kbtu),District Steam Use (Kbtu),District Chilled Water Use (Kbtu),Total Ghg Emissions (Metric Tons Co2E),Energy Star Certification - Years Certified,Recent Energy Star Certification
2042,In Compliance,"Iron Mountain, Den-1",4300 Brighton Blvd,80216,2001,Portfolio Manager,Building,Data Center,Data Center,Commercial,,179691,2022,35,177022872.8,985.2,177040057.1,985.2,51765790,51765782.9,0,#N/A,398000,0,0,27060.6,0,0
2047,Exempt,,2151 E 45Th Ave,80216,1960,Assessor Data,Building,Manufacturing/Industrial Plant,,Commercial,,416501,,,,,,,,,,#N/A,,,,,,
2051,Not Submitted,Lg Investments,4391 York St,80216,1993,Portfolio Manager,Building,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Commercial,,31952,,,,,,,,,,#N/A,,,,,,
2053,In Compliance,Coliseum And Horse Barn,4600 Humboldt,80216,1980,Portfolio Manager,Building,Performing Arts,Performing Arts,Municipal,City ? General Services,170400,2022,0,24502884.7,143.8,24851176.3,145.8,1731528,1731528.1,0,#N/A,18594910.2,0,0,1969.8,0,0
2054,In Compliance,Leb Alliance Llc,4701 Marion Street,80216,1910,Portfolio Manager,Building,Office,Office,Commercial,City ? Other,35546,2022,92,1530387,43.1,1539438.7,43.3,125053.8,125053.8,0,#N/A,1103703.2,0,0,123.9,0,0
2056,In Compliance,Dencol Supply,4770 Washington St,80216,1951,Portfolio Manager,Building,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Commercial,,38867,2022,69,1315643.5,33.8,1337612.5,34.4,91756.3,91756.3,0,#N/A,1002571,0,0,105.3,0,0
2057,In Compliance,"2057 - Nw Complex (Expo Hall, Stadium Arena And Barns)",4655 Humboldt St,80216,1909,Portfolio Manager,Building,Stadium (Closed),Stadium (Closed),Municipal,City ? Other,583625,2022,0,19737931.5,33.8,20237918.1,34.7,1018444,1018443.9,0,#N/A,16263000.5,0,0,1441.5,0,0
2058,In Compliance,4375 Brighton Blvd,4375 Brighton Blvd,80216,1970,Portfolio Manager,Building,Mixed Use Property,Non-Refrigerated Warehouse,Commercial,,27549,2022,0,2465552.8,89.5,2511117.2,91.2,182974.1,182974.1,0,#N/A,1841245.2,0,0,193.4,0,0
2059,In Compliance,Slaughterhouse,4800 Washington Blvd,80216,1931,Portfolio Manager,Building,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Commercial,,115611,2022,87,1889816.7,16.3,1930603.1,16.7,166253.7,166253.6,0,#N/A,1322559.2,0,0,164.5,0,0
2060,In Compliance,Museum Building 1,4303 Brighton Blvd,80216,1952,Portfolio Manager,Building,Museum,Museum,Commercial,,65000,2022,0,2720452.5,41.9,2766337.3,42.6,103865.3,103865.3,0,#N/A,2366064.2,0,0,184.6,0,0
2063,Exempt,Building A,4120 Brighton Blvd,80216,1952,Assessor Data,Building,Non-Refrigerated Warehouse,,Commercial,,388757,,,,,,,,,,#N/A,,,,,,
2064,Exempt,Building B,4120 Brighton Blvd,80216,1952,Assessor Data,Building,Non-Refrigerated Warehouse,,Commercial,,388757,,,,,,,,,,#N/A,,,,,,
2067,Not Submitted,Chermet Llc,1300 40Th Street,80205,1968,Portfolio Manager,Building,Multifamily Housing,Manufacturing/Industrial Plant,Industrial,,51504,,,,,,,,,,#N/A,,,,,,
2068,In Compliance,Rino Station,3858 Walnut Street,80205,2017,Portfolio Manager,Building,Office,Office,Commercial,,175786,2022,89,6173737.7,35.1,6306428.7,35.9,1271426,1271425.7,0,#N/A,1835632.8,0,0,818.7,"2021, 2020, 2019",2021
2071,In Compliance,Manufacturing Building,3825 York St,80205,1933,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Industrial,,338091,2022,0,55742496.7,164.9,56051463.7,165.8,9158247,9158246.3,0,#N/A,24494556.6,0,0,6495.7,0,0
2074,In Compliance,Race St,3801 Racest,80205,1950,Portfolio Manager,Building,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Commercial,,55000,2022,71,1928458.8,35.1,1989321.1,36.2,101100.4,101100.4,0,#N/A,1583504.1,0,0,141.5,0,0
2075,In Compliance,3939 Williams Building Corporation,1717 E 39Th Ave,80205,1928,Portfolio Manager,Building,Manufacturing/Industrial Plant,Non-Refrigerated Warehouse,Commercial,,206114,2022,0,9836544.1,47.7,9906066.9,48.1,2654945,2654944.9,0,#N/A,777871,0,0,1547.2,0,0
2079,Not Submitted,Western Motor Inn,4757 Vasquez Blvd,80216,1965,Assessor Data,Building,Hotel,,Commercial,,60369,,,,,,,,,,#N/A,,,,,,
2080,In Compliance,4650 Steele,4650 Steele St,80216,1949,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,110562,2022,69,3423324.3,31,3473798.5,31.4,150119.4,150119.4,0,#N/A,2911116.9,0,0,239.8,0,0
2081,In Compliance,Iov 4790 Vasquez Llc,4780 Vasquez Blvd,80216,1947,Portfolio Manager,Building,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Industrial,,51152,2022,79,1095273.1,21.4,1139107.4,22.3,143577,143577,0,#N/A,605388.2,0,0,107.2,0,0
2082,Exempt,Gourmet40,3600 E 48Th Ave,80216,1952,Assessor Data,Building,Manufacturing/Industrial Plant,Food Service,Commercial,,67007,2022,0,3470932.6,169.4,3566856,174.1,505509.1,505509.1,0,#N/A,1746135.4,0,0,379.5,0,0
2084,Exempt,Tri-R Recycling,4751 Jackson Street,80216,1955,Corrected Building Address,Building,Manufacturing/Industrial Plant,,Commercial,,29000,,,,,,,,,,#N/A,,,,,,
2088,Exempt,,3600 E 45Th Ave,80216,1963,Assessor Data,Building,Manufacturing/Industrial Plant,,Commercial,,66260,,,,,,,,,,#N/A,,,,,,
2089,In Compliance,3888 E. 45Th Ave.,3888 E. 45Th Avenue,80216,1959,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,88000,2022,12,4452707.1,50.6,4473100.5,50.8,937220.2,937220,0,#N/A,1254911.9,0,0,598.3,0,0
2090,In Compliance,Kbp Coil Coaters,3600 E 44Th Ave,80216,1967,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,81500,2022,0,9344970.1,119.6,9513244.1,121.8,1737443,1737443.2,0,#N/A,3416813.3,0,0,1089,0,0
2091,In Compliance,Weakland Investments,3440 E 44Th Ave,80216,1959,Portfolio Manager,Building,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Commercial,,27000,2022,0,25923.8,1,26212.6,1,7597.8,7597.8,0,#N/A,0,0,0,4.3,0,0
2092,In Compliance,4701 Colorado Blvd,4701 Colorado Blvd,80216,1965,Portfolio Manager,Building,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Commercial,,27300,2022,91,459019.4,16.8,459276.5,16.8,131102,131102,0,#N/A,11699.3,0,0,75,0,0
2093,Exempt,Colorado,4715 Colorado Blvd,80216,1954,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,37000,,,,,,,,,,#N/A,,,,,,
2094,In Compliance,Rm Realty,4655 Colorado Blvd,80216,1960,Portfolio Manager,Building,Office,Office,Commercial,,34609,2022,76,2131555.5,61.6,2159801.1,62.4,150613,150612.9,0,#N/A,1617664.1,0,0,171.4,0,0
2095,Exempt,,3800 E 48Th Ave,80216,1955,Assessor Data,Building,Manufacturing/Industrial Plant,,Commercial,,46977,,,,,,,,,,#N/A,,,,,,
2097,Not Submitted,,2650 E 40Th Ave,80205,1966,Assessor Data,Building,Other,,Commercial,,127371,,,,,,,,,,#N/A,,,,,,
2101,In Compliance,Eastside Human Services,3815 Steele St,80205,2011,Portfolio Manager,Building,Office,Office,Municipal,City ? General Services,53510,2022,64,3561437.5,66.6,3629306.7,67.8,743011.8,743011.7,0,#N/A,1026281.4,0,0,476,"2018, 2017, 2016, 2015, 2012",2018
2103,In Compliance,4120 York St,4120 York St,80216,1952,Portfolio Manager,Building,Agricultural,Distribution Center,Commercial,,58341,2022,9,4384324.7,75.1,4418016.4,75.7,666499.1,666499,0,#N/A,2110229.8,0,0,490.1,0,0
2104,Exempt,Co5000,2535 E 40Th St,80205,1990,Portfolio Manager,Building,Office,Office,Industrial,,258219,,,,,,,,,,#N/A,,,,,,
2105,In Compliance,Lawrence Morgan,3100 E 43Rd Ave,80216,1955,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Industrial,,33000,2022,0,3471936,105.2,3476651.6,105.4,660794.1,660794,0,#N/A,1217306.4,0,0,439.5,0,0
2106,Exempt,,4228 York St,80216,1947,Portfolio Manager,Building,Manufacturing/Industrial Plant,,Commercial Condominium,,37619,,,,,,,,,,#N/A,,,,,,
2107,In Compliance,3770,3770 E. 40Th Ave.,80205,1970,Portfolio Manager,Building,Wholesale Club/Supercenter,Wholesale Club/Supercenter,Commercial,,89728,2022,11,6270982.4,69.9,6352016.1,70.8,1292492,1292491.7,0,#N/A,1861000,0,0,774,0,0
2108,In Compliance,Green Yard Llc,3899 N Jackson St,80205-3839,1972,Assessor Data,Building,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Commercial,,54773,2022,28,4034796.5,73.7,4180927.9,76.3,155380.3,155380.3,0,#N/A,3504638.9,0,0,267.3,0,0
2109,In Compliance,Countertops38,3795 E 38Th Ave,80205,1986,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Industrial,,30859,2022,0,1719509.5,55.7,1773868.7,57.5,160710.9,160710.8,0,#N/A,1171164,0,0,153.4,0,0
2110,In Compliance,"Green Drop Colorado, Llp",3215 E 42Nd Ave,80216,1952,Assessor Data,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,34000,2022,0,1675151.5,49.3,1682398.1,49.5,419372.7,419372.6,0,#N/A,244252,0,0,250.8,0,0
2112,In Compliance,4200 Jackson,4200 N. Jackson St.,80216,1978,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,48902,2022,76,1808866.4,37,1839931.7,37.6,82685.5,82685.5,0,#N/A,1526743.4,0,0,128,0,0
2114,In Compliance,4141 Colorado,4141 Colorado Blvd,80216,1984,Portfolio Manager,Building,Office,Office,Commercial,,29986,2022,0,0,0,0,0,0,0,0,#N/A,0,0,0,0,0,0
2115,In Compliance,New Hope Baptist Church,3701 Colorado Blvd,80205,1992,Portfolio Manager,Building,Worship Facility,Worship Facility,Institutional,,45871,2022,41,2634724.1,56.4,2723612,58.3,137658,137657.9,0,#N/A,2165035.2,0,0,193.1,0,0
2125,In Compliance,"Hope Center, Inc.",3400 Elizabeth St.,80205,1954,Portfolio Manager,Building,Pre-School/Daycare,Pre-School/Daycare,Institutional,,26000,2022,0,1661272.4,63.9,1694421.1,65.2,132133.8,132133.7,0,#N/A,1210432,0,0,139.2,0,0
2130,Not Submitted,3030 Richard Allen Ct. - Allen Gardens,3030 Richard Allen Ct.,80205,1986,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,38080,,,,,,,,,,#N/A,,,,,,
2132,In Compliance,"Phillips Center, Llc",3532 Franklin Street,80205,1948,Portfolio Manager,Building,Mixed Use Property,Mixed Use Property,Commercial,,60353,2022,0,3388092.8,56.1,3582669.5,59.4,101932.2,101932.2,0,#N/A,3040300,0,0,219.3,0,0
2133,In Compliance,Annunciation Catholic School,1408 E. 36Th Ave,80205,1953,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,,26000,2022,100,293071.1,11.3,303470,11.7,8501.2,8501.2,0,#N/A,264065,0,0,18.8,0,0
2136,In Compliance,St. Martin Plaza,1300 Bruce Randolph Ave.,80205,1988,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,City ? Other,43162,2022,62,2847147.1,66,2925103.9,67.8,348519.1,348519,0,#N/A,1658000,0,0,285.8,0,0
2137,In Compliance,Raps Enterprises Inc,3330 Downing St,80205,1963,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,28892,2022,0,2251893.8,77.9,2279792.3,78.9,347770.2,347770.1,0,#N/A,1065302,0,0,253.8,0,0
2138,In Compliance,Posner Center,1031 33Rd St,80205,2013,Portfolio Manager,Building,Office,Office,Commercial,,25274,2022,90,1306168,51.7,1324925.1,52.4,193091.4,193091.4,0,#N/A,647340,0,0,143.9,"2017, 2015",2017
2139,In Compliance,"Fourth Quarter Partners, Lllp",3150 Downing Street,80205,2011,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,40495,2022,19,2200100.4,54.3,2205372.7,54.5,510737.2,510737.2,0,#N/A,457465,0,0,314,0,0
2140,Not Submitted,Downing Street Station Condominiums,2900 Downing St,80205,2002,Assessor Data,Building,Multifamily Housing,,Multi-Family Condominium,,46800,,,,,,,,,,#N/A,,,,,,
2143,Pending Revisions,Five Point Media Center,2900 Welton,80205,1926,Portfolio Manager,Building,Office,Office,Commercial Condominium,,35340,2022,38,2378014.3,67.3,2401961.2,68,578656.2,578656.2,0,#N/A,403639.2,0,0,349.7,0,0
2145,In Compliance,Elbra M. Wedgeworth Municipal Building,2855 Tremont Pl,80205,1980,Portfolio Manager,Building,Office,Office,Municipal,City ? General Services,30875,2022,76,1438453.9,46.6,1454993.6,47.1,187486.5,187486.5,0,#N/A,798750,0,0,148.8,"2021, 2020, 2019, 2018, 2017",2021
2146,In Compliance,Eastside Clinic 5326660319,501 28Th St,80205,1966,Portfolio Manager,Building,Medical Office,Medical Office,Institutional,,61054,2022,71,4908973.1,80.4,5003673.6,82,771387.3,771387.2,0,#N/A,2276999.7,0,0,558.5,0,0
2147,In Compliance,Salvation Army - Denver Red Shield,2915 N. High Street,80205,1962,Portfolio Manager,Building,Worship Facility,Worship Facility,Institutional,,30235,2022,40,1837268.4,60.8,1897147.4,62.7,109433,109433,0,#N/A,1463883,0,0,139.8,0,0
2149,In Compliance,The Source,3350 Brighton Blvd,80216,2013,Portfolio Manager,Building,Office,Office,Commercial,,50000,2022,0,5140696.3,102.8,5185202.1,103.7,566916.2,566916.1,0,#N/A,3206378.3,0,0,491.9,0,0
2151,Exempt,Ardent Mills,3750 Wynkoop St,80216,1930,Portfolio Manager,Building,Manufacturing/Industrial Plant,,Commercial,,73000,,,,,,,,,,#N/A,,,,,,
2152,In Compliance,3600 Wynkoop St.,3600 Wynkoop St.,80216,2001,Portfolio Manager,Building,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Commercial,,42000,2022,0,878778.1,20.9,911127.1,21.7,35778.7,35778.7,0,#N/A,756701,0,0,58.9,0,0
2153,Not Submitted,3755 - Total Building Data,3755 Wazee St,80216,1999,Portfolio Manager,Building,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Commercial,,92500,,,,,,,,,,#N/A,,,,,,
2156,In Compliance,Blue Moon Brewing Company Id2156,3750 Chestnut Place,80216,2015,Portfolio Manager,Building,Other - Restaurant/Bar,Manufacturing/Industrial Plant,Commercial,,27000,2022,0,7596888.1,281.4,7635516,282.8,654077.7,654077.7,0,#N/A,5365174.9,0,0,626.6,0,0
2158,In Compliance,Kaymart Holding Llc,3500 Walnut Street,80205,1945,Portfolio Manager,Building,Social/Meeting Hall,Social/Meeting Hall,Commercial,,34375,2022,0,1914603.5,55.7,1972518.8,57.4,117889.1,117889,0,#N/A,1512366,0,0,147.2,0,0
2160,Exempt,Great Divide Brewery,1812 35Th Street,80216,2014,Portfolio Manager,Building,Other,Manufacturing/Industrial Plant,Industrial,,65000,,,,,,,,,,#N/A,,,,,,
2161,In Compliance,Silver Square 3309,3309 Blake St,80205,1962,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family Condominium,,27378,2022,71,812631.2,29.7,832570.1,30.4,238168.6,238168.6,0,#N/A,0,0,0,135.1,0,0
2162,In Compliance,Silver Square 3377,3377 Blake St,80205,1962,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family Condominium,,31166,2022,21,2903756.3,93.2,2989234.7,95.9,136256.7,136256.7,0,#N/A,2438848.2,0,0,206.8,0,0
2163,In Compliance,Monde Arts Llc,3343 Larimer St,80205,1949,Portfolio Manager,Building,Office,Office,Industrial,,42222,2022,89,2113187.9,50,2147286,50.9,176876.3,176876.3,0,#N/A,1509685.8,0,0,180.5,0,0
2166,Pending Revisions,Park Ave Inn,3500 Park Ave,80216,1985,Assessor Data,Building,Hotel,Hotel,Commercial,,41308,2022,0,0,0,0,0,0,0,0,#N/A,0,0,0,0,0,0
2167,Not Submitted,0901-Denver (Downtown),3500 Park Avenue West,80216,1980,Portfolio Manager,Building,Hotel,Hotel,Commercial,,44368,,,,,,,,,,#N/A,,,,,,
2168,In Compliance,Renaissance Riverfront Lofts,3440 Park Ave West,80216,2009,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,49882,2022,41,4462788.6,89.5,4464443.3,89.5,683701.3,683701.2,0,#N/A,2130000,0,0,500.9,0,0
2169,In Compliance,"Park Ave Warehouse, Campus",3375 Park Ave West,80216,1980,Portfolio Manager,Building,Office,Other,Municipal,City ? General Services,64041,2022,0,9941280.5,155.2,10062699.3,157.1,890847.4,760214.8,0,#N/A,6901709.5,0,0,871.9,0,0
2171,In Compliance,Eeb-New-Policevehsvcctr-Bicyclebureau,2100 31St St,80216,1994,Portfolio Manager,Building,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Municipal,City ? General Services,49860,2022,48,2876964,57.7,2914152.9,58.4,211922.3,211922.3,0,#N/A,2153885,0,0,234.6,0,0
2173,In Compliance,City Gate Apartments (Ct120),2890 Brighton Blvd,80216,2004,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,254500,2022,89,10462108.4,41.1,10440821.9,41,1646840,1646839.4,0,#N/A,4843091.8,0,0,1191.4,0,0
2174,In Compliance,Greenbox Ii,2424 Delgany St,80216,2014,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,97076,2022,0,929963.3,9.6,948934.6,9.8,141921.7,26514.7,0,115407,445726.5,0,0,38.7,0,0
2175,In Compliance,2323 Delgany,2323 Delgany St,80216,1975,Assessor Data,Building,Office,Office,Commercial,,87905,2022,0,1536795.1,17.8,1599667.8,18.5,237612.2,237612.1,0,#N/A,726062.4,0,0,173.3,0,0
2177,In Compliance,Lodo Self Storage - 2177,3275 Denargo St.,80216,1997,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,49000,2022,0,1741756.1,35.5,1764643.2,36,290266.9,290266.9,0,#N/A,751365.4,0,0,204.6,0,0
2178,In Compliance,Aftco,3315 Denargo St,80216,1981,Assessor Data,Building,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Commercial,,32713,2022,100,7982.6,0.2,7982.6,0.2,2339.6,2339.6,0,#N/A,0,0,0,1.3,0,0
2181,In Compliance,Waterford Rino (Wt019),2797 Wewatta Way,80216,2011,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,252828,2022,72,15039532.5,59.5,14990387.3,59.3,2271144,2271143.7,0,#N/A,7290389.4,0,0,1675.5,0,0
2183,In Compliance,Crossroads Shelter,1901 29Th St,80216,1955,Portfolio Manager,Building,Other - Lodging/Residential,Other - Public Services,Commercial,City ? General Services,41539,2022,0,3377902.7,81.3,3432914.9,82.6,378625.9,378625.8,0,#N/A,2086031.2,0,0,325.6,0,0
2184,Exempt,Platte Division Bus Garage,1901 31St Street,80216,1976,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,275387,2022,0,253980542.8,999.9,253980542.8,999.9,1085084,1085084.1,0,#N/A,250278235.5,0,0,13909,0,0
2187,In Compliance,"Vf Denver Lab - Denver, Co (Vflab-744955)",3060 Brighton Blvd.,80216,2000,Portfolio Manager,Building,Office,Office,Commercial,,68000,2022,51,3897304.8,57.3,3930032,57.8,695400,695399.9,0,#N/A,1524600,0,0,475.4,0,0
2189,In Compliance,Block 32 At Rino (Bl098),3200 Brighton Blvd,80216,2012,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,244700,2022,87,9262649,37.9,9303616.6,38,1395911,1395910.9,0,#N/A,4499800.4,0,0,1030.8,0,0
2190,In Compliance,Greenbox I,3310 Brighton Blvd,80216,2013,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,65728,2022,0,813374,12.4,825344.4,12.6,185509.8,107651.8,0,77858,180414.7,0,0,70.6,0,0
2191,In Compliance,District Shops,1900 31St Street,80216,1989,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Institutional,,252940,2022,0,38748448.9,153.2,39175014.2,154.9,6496386,6496385.2,0,#N/A,16582779.8,0,0,4565.7,0,0
2192,In Compliance,Industry Denver,3001 Brighton Blvd,80216,2015,Portfolio Manager,Building,Office,Office,Commercial,,160340,2022,74,10543246.1,65.8,10645106.7,66.4,1388596,1388595.6,0,#N/A,5805357.3,0,0,1096,"2021, 2020, 2019, 2018",2021
2193,In Compliance,3201 Walnut St,3201 Walnut St,80205,1947,Portfolio Manager,Building,Fitness Center/Health Club/Gym,Fitness Center/Health Club/Gym,Commercial,,48301,2022,0,4321688,89.5,4350213.9,90.1,466177.3,466177.3,0,#N/A,2731091,0,0,409.5,0,0
2194,In Compliance,Fire Clay 3225,3225 Blake Street,80205,2002,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family Condominium,,29851,2022,92,1507793.3,50.5,1521093.3,51,150400.4,150400.4,0,#N/A,994627,0,0,138.1,0,0
2195,In Compliance,Fire Clay 3295,3295 Blake Street,80205,2002,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family Condominium,,27800,2022,0,824380.2,29.7,833920.5,30,94658.9,94658.9,0,#N/A,501404,0,0,80.3,0,0
2196,In Compliance,Fire Clay 3195,3195 Blake St.,80205,2002,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family Condominium,,25058,2022,86,1010263.7,40.3,1015132.4,40.5,132460.3,132460.3,0,#N/A,558309,0,0,104.8,0,0
2197,In Compliance,Fire Clay 3149,3149 Blake Street,80205,2002,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family Condominium,,25058,2022,81,1242691.2,49.6,1247309,49.8,151480.1,151480.1,0,#N/A,725841,0,0,124.5,0,0
2198,In Compliance,Fire Clay 3101,3101 Blake St,80205,2002,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family Condominium,,39922,2022,80,1746266.6,43.7,1743485.4,43.7,276910.8,276910.8,0,#N/A,801447,0,0,199.6,0,0
2203,In Compliance,The Bindery,2901 Blake Street,80205,2016,Portfolio Manager,Building,Office,Office,Industrial,,46298,2022,54,3881794,83.8,3981060.5,85.9,469848.6,469848.5,0,#N/A,2278670.6,0,0,366.5,0,0
2204,In Compliance,2950 Blake Street,2950 Blake Street,80205,1949,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,24012,2022,0,11016.5,0.5,10610.6,0.4,3228.8,3228.8,0,#N/A,0,0,0,1.8,0,0
2205,In Compliance,2800 Walnut,2800 Walnut Street,80205,1974,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,48374,2022,0,2142048.2,44.3,2200816.6,45.5,160430,160430,0,#N/A,1594660.9,0,0,168.5,0,0
2206,In Compliance,Enterprise Coworking,3000 Lawrence Street,80205,2016,Portfolio Manager,Building,Office,Office,Industrial,,65000,2022,98,2604191,40.1,2652957.2,40.8,421495,384880,0,36615,1166050,0,0,280.2,0,0
2209,Not Submitted,California Park East - 2770 California St.,2770 California St.,80205,1964,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,42500,,,,,,,,,,#N/A,,,,,,
2210,Not Submitted,Denver Deep Rock Plant,2640 California Street,80205-2930,1977,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,39875,,,,,,,,,,#N/A,,,,,,
2211,In Compliance,Cervantes Masterpiece Theatre,2637 Welton St,80205,1943,Portfolio Manager,Building,Social/Meeting Hall,Social/Meeting Hall,Commercial,,25257,2022,0,1666144.7,66,1722366.1,68.2,284389.4,284389.3,0,#N/A,695808.1,0,0,198.3,0,0
2213,In Compliance,2501 Blake St,2501 Blake Street,80205,1990,Portfolio Manager,Building,Office,Office,Commercial,,34857,2022,80,2012527.3,57.7,2012527.3,57.7,280162.5,280162.4,0,#N/A,1056612.9,0,0,202.5,0,0
2214,In Compliance,Canvas On Blake,2401 Blake St,80205,2019,Assessor Data,Building,Multifamily Housing,Multifamily Housing,Industrial,,55606,2022,82,12541488.3,51.2,12636010.7,51.6,1811108,1811108,0,#N/A,6361987.1,0,0,1283.9,0,0
2215,In Compliance,Hartley Flats-Simpson,2749 Walnut St,80205,2015,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,144093,2022,93,7630131.4,53,7672397.3,53.2,1420519,1420519,0,#N/A,2783320.1,0,0,953.6,0,0
2216,In Compliance,Lot 28,2763 Blake St,80205,1932,Assessor Data,Building,Manufacturing/Industrial Plant,Other,Industrial,,46721,2022,0,2699025.4,57.8,2828491,60.5,452525.6,452525.5,0,#N/A,1155008,0,0,318,0,0
2217,In Compliance,2601 Blake St,2601 Blake Street,80205,1892,Portfolio Manager,Building,Office,Office,Commercial,,42315,2022,87,1880734.1,44.4,1918450.7,45.3,275683.9,275683.8,0,#N/A,940100.7,0,0,206.3,0,0
2218,In Compliance,Blake Street Apartments,2632 Blake St,80205,2007,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,75427,2022,64,4285125.3,56.8,4330973.1,57.4,851169.5,851169.4,0,#N/A,1380935,0,0,556.1,0,0
2220,In Compliance,Blake Street Lofts,2560 Blake St,80205,1903,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family Condominium,,30000,2022,0,1969579.1,69.1,1980452.6,69.5,147590.6,147590.6,0,#N/A,1466000,0,0,155,0,0
2221,In Compliance,Ballpark Lofts (Bp08),1451 24Th St,80205,2003,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Commercial/Residential Mixed-Use,,310301,2022,89,12634365.9,40.7,12565272.7,40.5,3283897,3283896.7,0,#N/A,1429709,0,0,1791.3,0,0
2222,In Compliance,Silver State Lofts,2441 Broadway St,80205,2001,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family Condominium,,72407,2022,82,3064392.5,42.3,3090638.2,42.7,372330.8,372330.7,0,#N/A,1793999.9,0,0,306.5,0,0
2223,In Compliance,The Douglas (61065),2300 Walnut Street,80205,2012,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,257477,2022,84,13173904,51.2,13203815.2,51.3,2075742,2075741.5,0,#N/A,6091473.1,0,0,1500.9,0,0
2224,Not Submitted,Church Of Scientology Of Colorado,2340 Blake St,80205,1916,Portfolio Manager,Building,Worship Facility,Worship Facility,Institutional,,42500,,,,,,,,,,#N/A,,,,,,
2225,In Compliance,2301 Blake St,2301 Blake St,80205-2101,1943,Portfolio Manager,Building,Office,Office,Commercial,,52859,2022,0,5883345.4,111.3,5902662.1,111.7,883959.7,883959.6,0,#N/A,2867275,0,0,653.7,0,0
