Name,Latitude,Longitude,Type,M,S,E,T,Building ID
Cherry Creek,,,Energy Consumer,-80.29950540608952,1e-08,90059112000000.0,1e-08,3459.0
200 S University Blvd,,,Energy Consumer,-5.575618040013,1e-08,3346992000000.0,1e-08,3461.0
Polo Club Condominiums,,,Energy Consumer,-15.141453932598118,1e-08,9912672000000.0,1e-08,3462.0
Cherry Creek Tower,,,Energy Consumer,-14.37652775552544,1e-08,8481528000000.0,1e-08,3463.0
The Citadel,,,Energy Consumer,-7.1889547281696,1e-08,8970984000000.0,1e-08,3464.0
Portico Condominiums,,,Energy Consumer,-10.47446929383372,1e-08,6202944000000.0,1e-08,3465.0
2700 Cherry Creek,,,Energy Consumer,-6.1432136865341995,1e-08,4847040000000.0,1e-08,3466.0
One Polo Creek,,,Energy Consumer,-18.971523840590642,1e-08,11107800000000.0,1e-08,3467.0
90 Madison St.,,,Energy Consumer,-4.93386844367916,1e-08,4030488000000.0,1e-08,3470.0
Young Americans Education Foundation,,,Energy Consumer,-3.55741790310144,1e-08,3061080000000.0,1e-08,3471.0
40 Madison Homeowners Association,,,Energy Consumer,-1.84833523576152,1e-08,1328184000000.0,1e-08,3472.0
1St Avenue Plaza - 55 Madison Street,,,Energy Consumer,-9.0112689166572,1e-08,8889408000000.0,1e-08,3473.0
1St Avenue Plaza - 44 Cook Street,,,Energy Consumer,-9.037629902845438,1e-08,9010584000000.0,1e-08,3475.0
2 Adams Street,,,Energy Consumer,-11.9599325047314,1e-08,6865848000000.0,1e-08,3476.0
3300,,,Energy Consumer,-3.68420045286996,1e-08,4321152000000.0,1e-08,3477.0
High Country House Apartments,,,Energy Consumer,-10.43425859278428,1e-08,6007320000000.0,1e-08,3479.0
Steele Creek,,,Energy Consumer,-23.38747002696888,1e-08,18078192000000.0,1e-08,3481.0
Kavod West,,,Energy Consumer,-6.466044452277959,1e-08,4790016000000.0,1e-08,3482.0
50 South Steele,,,Energy Consumer,-11.278319953673881,1e-08,8030088000000.0,1e-08,3483.0
Kavod East,,,Energy Consumer,-8.69212651978548,1e-08,5863968000000.0,1e-08,3484.0
The Seasons Of Cherry Creek,,,Energy Consumer,-17.530669013494318,1e-08,20919888000000.0,1e-08,3489.0
Le Jardin Condominiums,,,Energy Consumer,-3.5017645642459203,1e-08,2339568000000.0,1e-08,3490.0
150 S Madison Hoa (Id: 3492),,,Energy Consumer,-1.7420561089956,1e-08,1416888000000.0,1e-08,3492.0
155 S. Madison,,,Energy Consumer,-3.7246039125775208,1e-08,3108600000000.0,1e-08,3493.0
3400 Bayaud,,,Energy Consumer,-3.5841383467326002,1e-08,2417976000000.0,1e-08,3494.0
Greenhouse Residences,,,Energy Consumer,-4.65470927786952,1e-08,3255912000000.0,1e-08,3495.0
Gardens At Cherry Creek,,,Energy Consumer,-3.8964887176737606,1e-08,2668248000000.0,1e-08,3496.0
63175-Sunrise At Cherry Creek,,,Energy Consumer,-6.222633207835321,1e-08,4677552000000.0,1e-08,3498.0
Ptarmigan At Cherry Creek,,,Energy Consumer,-34.25079082374972,1e-08,39360816000000.0,1e-08,3500.0
Doubletree Denver-Cherry Creek,,,Energy Consumer,-16.50924225568872,1e-08,11947320000000.0,1e-08,3501.0
Jackson Place,,,Energy Consumer,-5.084542727509679,1e-08,3873672000000.0,1e-08,3502.0
Griffis Cherry Creek (Gr125),,,Energy Consumer,-15.767526352266001,1e-08,10947816000000.0,1e-08,3503.0
"Cherry Creek Real Estate Holdings, Llc",,,Energy Consumer,-2.80348202920284,1e-08,2646072000000.0,1e-08,3504.0
Cherry Creek,,,Energy Consumer,-3.4206242472612,1e-08,3035736000000.0,1e-08,3505.0
Cirsa,,,Energy Consumer,-2.69015671361232,1e-08,2259576000000.0,1e-08,3506.0
Monroe Pointe,,,Energy Consumer,-9.639074792675881,1e-08,7678440000000.0,1e-08,3507.0
Colorado Expo,,,Energy Consumer,-3.69358390636524,1e-08,3381048000000.0,1e-08,3508.0
Central Christian Church,,,Energy Consumer,-2.9500193345202,1e-08,1770912000000.0,1e-08,3509.0
3955 E. Exposition Ave,,,Energy Consumer,-11.456596707617159,1e-08,7553304000000.0,1e-08,3510.0
62000021-Denver,,,Energy Consumer,-7.37614986709968,1e-08,6766848000000.0,1e-08,3513.0
House Of Rothschild Condominiums,,,Energy Consumer,-5.59411664636448,1e-08,3016728000000.0,1e-08,3514.0
Wash Park Place,,,Energy Consumer,-1.4705063206898399,1e-08,1012176000000.0,1e-08,3515.0
Marionpark Condominiums,,,Energy Consumer,-7.037309265659279,1e-08,4646664000000.0,1e-08,3518.0
Parklane Condominums,,,Energy Consumer,-29.59580491030188,1e-08,18859896000000.0,1e-08,3519.0
Park Lafayette Condominiums,,,Energy Consumer,-6.962649733203121,1e-08,4131864000000.0,1e-08,3523.0
St. John'S Church And School,,,Energy Consumer,-3.8870913374445606,1e-08,2834568000000.0,1e-08,3526.0
Rcd- Main Bldg,,,Energy Consumer,-5.814226038331079,1e-08,4194432000000.0,1e-08,3527.0
601-Collection,,,Energy Consumer,-5.53818276822492,1e-08,4776552000000.0,1e-08,3531.0
Quest Diagnostics Denver,,,Energy Consumer,-8.929285504742518,1e-08,10290456000000.0,1e-08,3532.0
Safeway-Officemax,,,Energy Consumer,-8.63563420071684,1e-08,10246104000000.0,1e-08,3533.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,3535.0
Sam'S Club #6632,,,Energy Consumer,-15.25678638596208,1e-08,14017608000000.0,1e-08,3537.0
1505 - Santa Fe,,,Energy Consumer,-7.29459723438648,1e-08,5620032000000.0,1e-08,3539.0
25952-Denver / I-25 & Santa Fe Drive,,,Energy Consumer,-1.50887067443928,1e-08,1510344000000.0,1e-08,3540.0
"United States Welding, Inc. Dba Rocky Mountain Air Solutions",,,Energy Consumer,-3.11905285185744,1e-08,2293632000000.0,1e-08,3541.0
Upsher-Smith Laboratories,,,Energy Consumer,-27.828124560443523,1e-08,19327968000000.0,1e-08,3542.0
Colorado Carpet And Rug,,,Energy Consumer,-2.6678067322986,1e-08,2029896000000.0,1e-08,3543.0
Saddleback Design,,,Energy Consumer,-2.70382928463828,1e-08,2015640000000.0,1e-08,3545.0
Horizon Glass,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,3546.0
640 Tenneessee,,,Energy Consumer,-1.57453659644436,1e-08,1054152000000.0,1e-08,3548.0
790 W Tennessee Ave,,,Energy Consumer,-1.7838165812158802,1e-08,921096000000.0,1e-08,3550.0
Broadway Station - 900 And 990 S. Broadway,,,Energy Consumer,-51.03310816162513,1e-08,56411784000000.0,1e-08,3554.0
"Mazel, Llc Aka Shamrock Foods",,,Energy Consumer,-6.37080173461584,1e-08,5608944000000.0,1e-08,3555.0
Lifescape Development Llc,,,Energy Consumer,-3.0948282477536395,1e-08,2048112000000.0,1e-08,3557.0
405 S Platte River Drive,,,Energy Consumer,-1.15127835880896,1e-08,1085832000000.0,1e-08,3558.0
Western Pacific Building Materials,,,Energy Consumer,-2.92558857255216,1e-08,1881792000000.0,1e-08,3560.0
St Rose Of Lima Catholic School,,,Energy Consumer,-1.66571513442972,1e-08,911592000000.0,1e-08,3561.0
Eco Roof And Solar,,,Energy Consumer,-1.4854019121673199,1e-08,920304000000.0,1e-08,3562.0
Allied Western Energy,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,3563.0
Leggett & Platt Br0008,,,Energy Consumer,-2.45134667214684,1e-08,1178496000000.0,1e-08,3564.0
Medically Correct Llc,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,3565.0
Surpluswhse-Dmv&Electionsstorage,,,Energy Consumer,-1.3482533356232398,1e-08,917928000000.0,1e-08,3566.0
Pacific Ocean Alameda Llc,,,Energy Consumer,-13.717793030098319,1e-08,10715760000000.0,1e-08,3569.0
Costco #0650 Denver Bd,,,Energy Consumer,-17.62430319338868,1e-08,17128584000000.0,1e-08,3570.0
Athmar Park Shopping Center,,,Energy Consumer,-0.09514913423039999,1e-08,118800000000.0,1e-08,3574.0
Park Athmar,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,3575.0
South Jason Street,,,Energy Consumer,-1.65917189060964,1e-08,1008216000000.0,1e-08,3577.0
730 S Jason,,,Energy Consumer,-4.9515283863342,1e-08,2990592000000.0,1e-08,3578.0
940 S. Jason St.,,,Energy Consumer,-2.04786566274456,1e-08,1059696000000.0,1e-08,3579.0
Sbrus - 1055 Jason,,,Energy Consumer,-1.2400754252939998,1e-08,873576000000.0,1e-08,3580.0
Iml Security Supply,,,Energy Consumer,-1.24896564029628,1e-08,953568000000.0,1e-08,3582.0
756 S. Jason Street,,,Energy Consumer,-5.07742426737648,1e-08,2673792000000.0,1e-08,3584.0
Warehouse,,,Energy Consumer,-1.137202229016,1e-08,932976000000.0,1e-08,3585.0
1020 S. Lipan St.,,,Energy Consumer,-6.61770763972236,1e-08,3663792000000.0,1e-08,3586.0
Warehouse,,,Energy Consumer,-1.06099735662252,1e-08,924264000000.0,1e-08,3587.0
901 S Jason St.,,,Energy Consumer,-1.3232495729588398,1e-08,1149984000000.0,1e-08,3589.0
Austin Hardwoods-Shop,,,Energy Consumer,-5.24979882928224,1e-08,3910104000000.0,1e-08,3590.0
Far East Center - Building 1,,,Energy Consumer,-7.13576578818456,1e-08,4603104000000.0,1e-08,3592.0
Westwood Community Center,,,Energy Consumer,-1.88701832180772,1e-08,1279080000000.0,1e-08,3595.0
Enclave,,,Energy Consumer,-1.17683718622452,1e-08,1172160000000.0,1e-08,3597.0
Owen,,,Energy Consumer,-1.9743037046290801,1e-08,1165032000000.0,1e-08,3598.0
Athmar Park Church,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,3599.0
Paloma Villas I,,,Energy Consumer,-3.2100863196978,1e-08,2162952000000.0,1e-08,3600.0
Paloma Villas Ii,,,Energy Consumer,-2.08042014182148,1e-08,1312344000000.0,1e-08,3601.0
Paloma Villas Iii,,,Energy Consumer,-3.23171168882544,1e-08,2147904000000.0,1e-08,3602.0
Los Altos De Alameda,,,Energy Consumer,-2.4279109331151596,1e-08,1913472000000.0,1e-08,3604.0
St Anthony Of Padua,,,Energy Consumer,-1.8877041079477197,1e-08,1135728000000.0,1e-08,3606.0
Marlee Shopping Center,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,3608.0
62000007-Denver,,,Energy Consumer,-10.44971368024644,1e-08,9765360000000.0,1e-08,3609.0
Mountain View,,,Energy Consumer,-8.9124650698284,1e-08,6469848000000.0,1e-08,3612.0
Nf Federal,,,Energy Consumer,-6.58136371744692,1e-08,6831000000000.0,1e-08,3613.0
Pinecrest,,,Energy Consumer,-0.85398795700776,1e-08,981288000000.0,1e-08,3616.0
The Christiana,,,Energy Consumer,-2.83024741820256,1e-08,1622016000000.0,1e-08,3617.0
Brentwood Tower Llc,,,Energy Consumer,-8.86771372599324,1e-08,5435496000000.0,1e-08,3618.0
North Star Rehabilitation And Care Community,,,Energy Consumer,-4.36867779639816,1e-08,2551824000000.0,1e-08,3619.0
Praise Center Church,,,Energy Consumer,-1.9356387655392002,1e-08,1062864000000.0,1e-08,3621.0
Elm Creek,,,Energy Consumer,-2.07373720863996,1e-08,1319472000000.0,1e-08,3627.0
Columbine Towers,,,Energy Consumer,-10.08388834374708,1e-08,6891984000000.0,1e-08,3628.0
Jason Inca Llc,,,Energy Consumer,-1.3654758522265198,1e-08,822888000000.0,1e-08,3631.0
1330 W Mississippi Avenue,,,Energy Consumer,-0.0,1e-08,0.0,1e-08,3632.0
Adams Mcclure,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,3633.0
Electro-Mechanical Properties,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,3634.0
"Mipco, Llc",,,Energy Consumer,-2.1902612417985603,1e-08,1462824000000.0,1e-08,3635.0
Publication Printers Corp.,,,Energy Consumer,-18.68893268441976,1e-08,18875736000000.0,1e-08,3636.0
Cfm Company,,,Energy Consumer,-2.28813452958816,1e-08,1889712000000.0,1e-08,3637.0
Denver Rubber Company,,,Energy Consumer,-2.24098114066848,1e-08,1401048000000.0,1e-08,3638.0
Walsh Manor,,,Energy Consumer,-5.05086651331884,1e-08,3606768000000.0,1e-08,3641.0
Wash Park Station (Wh98),,,Energy Consumer,-1.01174229694764,1e-08,890208000000.0,1e-08,3645.0
1221 S. Clarkson St,,,Energy Consumer,-3.6154862642253605,1e-08,2526480000000.0,1e-08,3646.0
1313 S Clarkson St,,,Energy Consumer,-1.86654929361768,1e-08,1534896000000.0,1e-08,3647.0
Windsor At Broadway Station,,,Energy Consumer,-19.598103953013236,1e-08,15706944000000.0,1e-08,3648.0
Broadway Junction,,,Energy Consumer,-1.9369697181785999,1e-08,2401344000000.0,1e-08,3650.0
"Innovage Denver, Bldg Id 3651",,,Energy Consumer,-2.17495238504256,1e-08,1774872000000.0,1e-08,3651.0
1475 S Acoma St,,,Energy Consumer,-3.8388578881071598,1e-08,3433320000000.0,1e-08,3652.0
Abacus Properties,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,3653.0
Cherokee,,,Energy Consumer,-1.79489846321604,1e-08,913176000000.0,1e-08,3654.0
Greenbox Iii,,,Energy Consumer,-6.9040924593141595,1e-08,5836248000000.0,1e-08,3655.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,3656.0
Cm Cherokee Properties,,,Energy Consumer,-1.1953694488496398,1e-08,679536000000.0,1e-08,3657.0
Italco Food Products,,,Energy Consumer,-3.4613812561003203,1e-08,2926440000000.0,1e-08,3658.0
Carpet Exchange,,,Energy Consumer,-3.149554614759,1e-08,2519352000000.0,1e-08,3659.0
C. M. Clark - 1207,,,Energy Consumer,-4.02795898497864,1e-08,2337192000000.0,1e-08,3660.0
C. M. Clark-1205,,,Energy Consumer,-2.7065797090819204,1e-08,1946736000000.0,1e-08,3661.0
Valley Business Center,,,Energy Consumer,-11.321646444921242,1e-08,7402032000000.0,1e-08,3665.0
303 Self Storage - Broadway,,,Energy Consumer,-0.8979628854268801,1e-08,766656000000.0,1e-08,3670.0
1705 S Acoma St,,,Energy Consumer,-3.29982734442816,1e-08,2663496000000.0,1e-08,3672.0
Highlands Church,,,Energy Consumer,-1.4841244508468399,1e-08,701712000000.0,1e-08,3674.0
Hope Community Church,,,Energy Consumer,-1.27919097863064,1e-08,590040000000.0,1e-08,3675.0
Washington Park United Methodist Church,,,Energy Consumer,-2.21181834882888,1e-08,1123848000000.0,1e-08,3678.0
Trivium Apartments,,,Energy Consumer,-4.97596727223036,1e-08,3483216000000.0,1e-08,3681.0
Centennial Halls,,,Energy Consumer,-9.823913253912242,1e-08,7893864000000.0,1e-08,3683.0
Centennial Towers,,,Energy Consumer,-14.93402905208808,1e-08,10962864000000.0,1e-08,3684.0
University Station (Nv123),,,Energy Consumer,-2.69241896382984,1e-08,2336400000000.0,1e-08,3686.0
Police District #3,,,Energy Consumer,-5.9018918742018,1e-08,5102856000000.0,1e-08,3687.0
University Park Towers,,,Energy Consumer,-10.3935521211084,1e-08,6350256000000.0,1e-08,3688.0
Empire Park Realty Investments Llc,,,Energy Consumer,-11.10825828465444,1e-08,9664776000000.0,1e-08,3689.0
Empire Park Realty Investments Llc,,,Energy Consumer,-10.17752800993056,1e-08,10630224000000.0,1e-08,3690.0
Empire Park Realty Investments Llc,,,Energy Consumer,-12.6606255253038,1e-08,11223432000000.0,1e-08,3691.0
Belcaro Place,,,Energy Consumer,-12.995732179470242,1e-08,13390344000000.0,1e-08,3693.0
St. John Paul Ii Center For The New Evangelization,,,Energy Consumer,-22.05413465000184,1e-08,14002560000000.0,1e-08,3695.0
Colorado 1485 Llc,,,Energy Consumer,-3.10380539933736,1e-08,2642112000000.0,1e-08,3697.0
Denver Co Cy,,,Energy Consumer,-10.15856982135972,1e-08,9028800000000.0,1e-08,3698.0
St. Vincent De Paul School,,,Energy Consumer,-3.0561161476784395,1e-08,1660824000000.0,1e-08,3699.0
Saint Vincent De Paul Church,,,Energy Consumer,-2.65802552284212,1e-08,1587168000000.0,1e-08,3700.0
Nordstrom #136 Cherry Creek Rack,,,Energy Consumer,-1.9577888138167199,1e-08,2186712000000.0,1e-08,3701.0
1547 South Colorado Blvd,,,Energy Consumer,-1.2538580386190399,1e-08,1083456000000.0,1e-08,3704.0
Boulevard Center/619,,,Energy Consumer,-4.46556629529072,1e-08,3701808000000.0,1e-08,3706.0
Centerpoint I,,,Energy Consumer,-11.8761072822558,1e-08,9541224000000.0,1e-08,3708.0
"Colorado Executive Club Building, Llc",,,Energy Consumer,-3.20392279038816,1e-08,3561624000000.0,1e-08,3709.0
1628-Denver - Mexico Av,,,Energy Consumer,-1.1531531926101601,1e-08,1168200000000.0,1e-08,3711.0
Centerpoint Ii,,,Energy Consumer,-11.85076822292172,1e-08,8750016000000.0,1e-08,3712.0
Wellington Square Association,,,Energy Consumer,-7.5506138611156794,1e-08,4100976000000.0,1e-08,3713.0
0518-Denver (Cherry Creek),,,Energy Consumer,-3.53482230484404,1e-08,3053952000000.0,1e-08,3714.0
Redpeak Colorado Station,,,Energy Consumer,-5.525869741845121,1e-08,3730320000000.0,1e-08,3715.0
50620-Brookdale University Park Il/Al (Co),,,Energy Consumer,-17.1101626773804,1e-08,13262832000000.0,1e-08,3717.0
University,,,Energy Consumer,-2.9710977628248,1e-08,2886840000000.0,1e-08,3719.0
Most Precious Blood School,,,Energy Consumer,-3.9974021481747597,1e-08,2486088000000.0,1e-08,3723.0
Vista,,,Energy Consumer,-8.53608274148988,1e-08,7202448000000.0,1e-08,3726.0
Arlington Apartments,,,Energy Consumer,-3.17310799249008,1e-08,1824768000000.0,1e-08,3727.0
University House Denver,,,Energy Consumer,-10.8973227066354,1e-08,8626464000000.0,1e-08,3728.0
University Park United Methodist Church,,,Energy Consumer,-2.82180180363012,1e-08,1315512000000.0,1e-08,3729.0
One Observatory Park (Nb10),,,Energy Consumer,-14.306310956695318,1e-08,13825944000000.0,1e-08,3730.0
Observatory Place,,,Energy Consumer,-4.72570080402672,1e-08,3179088000000.0,1e-08,3731.0
Tabor House Apartments,,,Energy Consumer,-6.92175598915824,1e-08,3868128000000.0,1e-08,3732.0
Heritage House Apartments,,,Energy Consumer,-7.408117418746319,1e-08,4271256000000.0,1e-08,3733.0
2550 South University Company,,,Energy Consumer,-6.815986243236,1e-08,3913272000000.0,1e-08,3734.0
2425 S. Colorado Blvd.,,,Energy Consumer,-3.7695959145950395,1e-08,2372040000000.0,1e-08,3736.0
Boulevard Park Llc,,,Energy Consumer,-7.467489934097401,1e-08,4801104000000.0,1e-08,3737.0
Wellshire,,,Energy Consumer,-11.052887700699719,1e-08,7117704000000.0,1e-08,3740.0
University Hills West,,,Energy Consumer,-2.9764663077398397,1e-08,2628648000000.0,1e-08,3741.0
Ymca Of Metropolitan Denver Aso,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,3742.0
Ymca Of Metropolitan Denver-Schlessman,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,3743.0
Mary Reed Building,,,Energy Consumer,-5.2856521507036796,1e-08,2969208000000.0,1e-08,3745.0
Sie Complex,,,Energy Consumer,-5.20795711778076,1e-08,3534696000000.0,1e-08,3746.0
Johnson-Mcfarlane Hall,,,Energy Consumer,-8.255494080847798,1e-08,5206608000000.0,1e-08,3747.0
Daniels School Of Business,,,Energy Consumer,-10.71261285667668,1e-08,8590824000000.0,1e-08,3748.0
Nagel Hall,,,Energy Consumer,-11.35020732754104,1e-08,9552312000000.0,1e-08,3749.0
Anderson Academic Commons,,,Energy Consumer,-5.52027277739268,1e-08,4589640000000.0,1e-08,3750.0
Nelson Hall,,,Energy Consumer,-16.90171312687164,1e-08,12009888000000.0,1e-08,3751.0
Craig Hall,,,Energy Consumer,-4.833666331663679,1e-08,3594096000000.0,1e-08,3752.0
Frontier Hall,,,Energy Consumer,-2.4767174886544794,1e-08,1930896000000.0,1e-08,3754.0
Margery Reed,,,Energy Consumer,-1.9259138960517603,1e-08,1802592000000.0,1e-08,3755.0
University Hall,,,Energy Consumer,-3.54667374439884,1e-08,2595384000000.0,1e-08,3756.0
Uts,,,Energy Consumer,-5.889611660051159,1e-08,6197400000000.0,1e-08,3757.0
Hilltop Hall,,,Energy Consumer,-2.5285282095092403,1e-08,1092168000000.0,1e-08,3758.0
Hrtm - Joy Burns Center,,,Energy Consumer,-5.99123873016,1e-08,4531824000000.0,1e-08,3759.0
Driscoll Center South,,,Energy Consumer,-3.5690616022086004,1e-08,2425896000000.0,1e-08,3760.0
Summit Apartments,,,Energy Consumer,-1.45559511438948,1e-08,935352000000.0,1e-08,3763.0
University Place Apts,,,Energy Consumer,-1.76914381748112,1e-08,1128600000000.0,1e-08,3764.0
Ritchie Center,,,Energy Consumer,-48.818384822707195,1e-08,38153808000000.0,1e-08,3765.0
Schwayder Art Center,,,Energy Consumer,-4.0139874111956395,1e-08,2952576000000.0,1e-08,3766.0
Chambers Center,,,Energy Consumer,-2.39794556048064,1e-08,1585584000000.0,1e-08,3767.0
Sturm Hall,,,Energy Consumer,-12.289094764636317,1e-08,7792488000000.0,1e-08,3768.0
Ricketson Law Building,,,Energy Consumer,-18.02398283746416,1e-08,14134824000000.0,1e-08,3769.0
Community Commons,,,Energy Consumer,-8.56385771319324,1e-08,8600328000000.0,1e-08,3770.0
Ricks Center,,,Energy Consumer,-2.7382847628952796,1e-08,1971288000000.0,1e-08,3771.0
Ruffatto Hall/Morgridge College Of Education,,,Energy Consumer,-6.164600824107359,1e-08,4546080000000.0,1e-08,3775.0
"01463- Denver, Co",,,Energy Consumer,-12.303212674631041,1e-08,10986624000000.0,1e-08,3776.0
Centura Training Center,,,Energy Consumer,-3.3695330743256395,1e-08,1789128000000.0,1e-08,3777.0
Denver South Sda Church,,,Energy Consumer,-1.53410876495244,1e-08,713592000000.0,1e-08,3779.0
Porter Adventist Hospital,,,Energy Consumer,-212.10713992726448,1e-08,143913528000000.0,1e-08,3780.0
Porter Place Retirement Community,,,Energy Consumer,-8.865007508379241,1e-08,8665272000000.0,1e-08,3783.0
2465 S Downing St Mob,,,Energy Consumer,-1.25551226029428,1e-08,1021680000000.0,1e-08,3789.0
Newman Performing Arts,,,Energy Consumer,-13.98197314953252,1e-08,10558152000000.0,1e-08,3790.0
Seeley G Mudd,,,Energy Consumer,-11.584005116367601,1e-08,9536472000000.0,1e-08,3791.0
Olin Hall,,,Energy Consumer,-7.45671074754888,1e-08,4651416000000.0,1e-08,3792.0
Boettcher Center,,,Energy Consumer,-3.6097725051180003,1e-08,2213640000000.0,1e-08,3793.0
Physics Building,,,Energy Consumer,-8.59174483730688,1e-08,5371344000000.0,1e-08,3794.0
Ammi Hyde,,,Energy Consumer,-1.42023925168344,1e-08,907632000000.0,1e-08,3795.0
Alida Rae Apartments,,,Energy Consumer,-1.5110914609717199,1e-08,896544000000.0,1e-08,3796.0
The Carriage House,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,3798.0
Harvard Park,,,Energy Consumer,-4.80441280504248,1e-08,2619936000000.0,1e-08,3799.0
Denver Waldorf Denver Id 3800,,,Energy Consumer,-4.55631468710796,1e-08,2705472000000.0,1e-08,3800.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,3804.0
Century Link Facility,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,3805.0
Emw,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,3806.0
Evans Station (Vn129),,,Energy Consumer,-2.5084094597783997,1e-08,1991880000000.0,1e-08,3807.0
2555 S Santa Fe,,,Energy Consumer,-4.691570177388959,1e-08,3551328000000.0,1e-08,3809.0
South Santa Fe,,,Energy Consumer,-24.703871023016998,1e-08,17820000000000.0,1e-08,3811.0
Woodcraft Unlimited Inc.,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,3819.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,3821.0
Redoubt Ltd,,,Energy Consumer,-31.89803371663932,1e-08,24145704000000.0,1e-08,3823.0
"Pacific Coast Supply, Llc Dba Pacific Supply",,,Energy Consumer,-0.99986268740832,1e-08,673992000000.0,1e-08,3824.0
1390 W Evans,,,Energy Consumer,-6.80023658425032,1e-08,3374712000000.0,1e-08,3828.0
1550 W. Evans Industrial Park,,,Energy Consumer,-3.510974461095,1e-08,2006136000000.0,1e-08,3829.0
Hercules Industries - Dc,,,Energy Consumer,-3.16340760029256,1e-08,2472624000000.0,1e-08,3830.0
Hercules Industries - Evans,,,Energy Consumer,-7.98515328075408,1e-08,5262048000000.0,1e-08,3831.0
1205 W. Evans,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,3833.0
Publication Printers Corp. - 1111 W. Evans Llc,,,Energy Consumer,-0.76247011314144,1e-08,516384000000.0,1e-08,3834.0
Publication Printers Corp.,,,Energy Consumer,-18.23558035736664,1e-08,21094920000000.0,1e-08,3835.0
Publication Printers,,,Energy Consumer,-11.9033277167358,1e-08,13380048000000.0,1e-08,3836.0
Publication Printers Corp,,,Energy Consumer,-35.51935327777153,1e-08,40317552000000.0,1e-08,3837.0
2191 S. Jason Street,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,3840.0
Colorado Barricade,,,Energy Consumer,-4.2136135317216,1e-08,2341944000000.0,1e-08,3841.0
1600 W Evans,,,Energy Consumer,-5.51087233750224,1e-08,4685472000000.0,1e-08,3842.0
1610 W Evans,,,Energy Consumer,-2.9202067339365603,1e-08,1412136000000.0,1e-08,3843.0
1630 W Evans,,,Energy Consumer,-2.8336117794998397,1e-08,1953072000000.0,1e-08,3844.0
Edmondson Evans,,,Energy Consumer,-1.01658837832956,1e-08,754776000000.0,1e-08,3846.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,3848.0
62000056-Denver,,,Energy Consumer,-9.516410019408601,1e-08,10109880000000.0,1e-08,3849.0
2525 W Evans,,,Energy Consumer,-2.03139392370624,1e-08,1552320000000.0,1e-08,3851.0
20164-Denver / S.Federal Blvd,,,Energy Consumer,-0.7791139317481199,1e-08,688248000000.0,1e-08,3854.0
Walmart Supercenter #5676,,,Energy Consumer,-10.6718552148042,1e-08,10307880000000.0,1e-08,3855.0
Brentwood Shopping Center,,,Energy Consumer,-4.012893529549561,1e-08,3057912000000.0,1e-08,3857.0
Willliamsberg Community,,,Energy Consumer,-1.32136724826288,1e-08,1392336000000.0,1e-08,3861.0
Mansard Square: 3080 West Iliff Avenue,,,Energy Consumer,-1.35470595016728,1e-08,1042272000000.0,1e-08,3862.0
Notre Dame Catholic Parish,,,Energy Consumer,-3.3065347548996002,1e-08,1940400000000.0,1e-08,3865.0
62000019-Denver,,,Energy Consumer,-15.414811980696719,1e-08,14956920000000.0,1e-08,3867.0
Bear Valley Shopping Center,,,Energy Consumer,-27.45687064636548,1e-08,27502200000000.0,1e-08,3868.0
Autumn Ridge,,,Energy Consumer,-4.77625178849508,1e-08,2854368000000.0,1e-08,3871.0
2787 -2796 S Federal Blvd Llc,,,Energy Consumer,-0.0,1e-08,0.0,1e-08,3872.0
Avon Apartments,,,Energy Consumer,-2.8813354259713204,1e-08,1724184000000.0,1e-08,3873.0
Boulevard Gardens,,,Energy Consumer,-2.54715975286632,1e-08,1698840000000.0,1e-08,3874.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,3875.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,3876.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,3877.0
